Laikotarpis,Regionas,Gyventojai,Gyventojai 0–6 m.,Gyventojai 7–17 m.,Gyventojai 18-59 m.,Gyventojai 60 m. +,Gyventojai 0–6 m. (%),Gyventojai 0–6 m. (st.),Gyventojai 7–17 m. (%),Gyventojai 7–17 m. (st.),Gyventojai 18-59 m. (%),Gyventojai 18-59 m. (st.),Gyventojai 60 m. + (%),Gyventojai 60 m. + (st.)
2022,Palangos,18532,841,1864,9493,6334,4.538096265918411,-0.01884470397191294,10.058277573926182,0.21860204915695738,51.22490826678179,-1.363408012908531,34.17871789337362,1.015140292891754
2022,Panevėžio,129860,6094,12962,68970,41834,4.692746034190667,0.18399055438747386,9.98151855844756,0.14910419922871607,53.11104266132758,-0.5698391344055241,32.21469274603419,0.3535173161360853
2022,Pasvalio,24558,1052,2389,13560,7557,4.283736460623829,-0.3524574691222747,9.727990878736053,-0.08044054580716495,55.216222819447836,0.31589067464585047,30.772049841192278,-0.13246714001507115
2022,Plungės,35804,1977,3821,19791,10215,5.521729415707742,1.2712670517543294,10.67199195620601,0.7742609482782701,55.27594682158418,0.3410188466001408,28.53033180650207,-0.8876367778212781
2022,Prienų,27078,1167,2641,14545,8725,4.309771770440948,-0.31831012540349735,9.753305266267818,-0.057520821072056694,53.715193145727156,-0.31564991875979903,32.221729817564075,0.35588790096263556
2022,Radviliškio,37215,1664,3756,20235,11560,4.4713153298401185,-0.10643312116938172,10.092704554615075,0.24977234390970265,54.373236598145915,-0.038785870231615636,31.0627435173989,-0.03454089113968726
2022,Raseinių,32598,1384,3165,17518,10531,4.245659242898337,-0.4023987162462927,9.709184612552917,-0.09746779735223106,53.73949322044297,-0.30542594792530875,32.305662924105775,0.3841625245710434
2022,Rietavo,7904,404,833,4383,2284,5.111336032388664,0.7330040535973399,10.538967611336032,0.6538202951650058,55.45293522267206,0.4154846361883607,28.89676113360324,-0.7641973898400851
2022,Rokiškio,29814,1077,2555,15994,10188,3.612396860535319,-1.2329718258661877,8.569799423089822,-1.129070670500345,53.64593814986248,-0.34478814430617927,34.17186556651238,1.012831943173432
2022,Skuodo,17745,782,1612,9455,5896,4.406875176105945,-0.1909514193693444,9.084249084249084,-0.6632863567758093,53.28261482107636,-0.4976521647028886,33.22626091856861,0.6942852265725444
2022,Tauragės,41256,2178,4296,22490,12292,5.279232111692845,0.9532128841934421,10.413030831879,0.5397967456890695,54.513282916424274,0.02013697219997851,29.79445414000388,-0.461790712455068
2022,Telšių,42883,2031,4555,23084,13213,4.736142527341837,0.24090844698148495,10.621924772054193,0.7289299649557738,53.8301891192314,-0.2672667144716976,30.811743581372568,-0.1190954728690441
2022,Trakų,35864,1898,3753,20837,9376,5.292215034575062,0.9702410022856623,10.464532679009592,0.5864266773080586,58.10004461298238,1.5292248003134146,26.14320767343297,-1.6917895031292887
2022,Ukmergės,35856,1639,3403,18955,11859,4.571062025881303,0.024392466790057372,9.49074074074074,-0.29524755424834176,52.864234716644354,-0.6736806763625943,33.0739625167336,0.6429803223997483
2022,Utenos,39903,1688,3423,21725,13067,4.230258376563166,-0.4225981561610906,8.578302383279453,-1.1213720640562672,54.444527980352355,-0.00879085906587243,32.74691125980503,0.5328062615157069
2022,Varėnos,22338,835,1872,11835,7796,3.7380248903214253,-1.0682008458412724,8.38033843674456,-1.3006092332890606,52.98146655922643,-0.6243567564384763,34.90017011370759,1.258176572875724
2022,Vilkaviškio,37824,1798,3901,20548,11577,4.753595600676819,0.2637995167749697,10.31355752961083,0.44973331027638735,54.325296108291035,-0.058956267886754135,30.607550761421322,-0.1878820979034988
2022,Vilniaus,701337,47406,84134,395917,173880,6.759375307448488,2.8945363719302497,11.996230057732587,1.97323021951371,56.45174858876688,0.8357236207791472,24.79264604605204,-2.1467544537615213
2022,Visagino,21903,996,2254,10190,8463,4.547322284618546,-0.006744059350345234,10.290827740492169,0.4291536889352412,46.523307309500986,-3.341551357108816,38.6385426653883,2.5175256088161535
2022,Zarasų,16038,584,1411,8487,5556,3.641351789499938,-1.1949951734409678,8.79785509415139,-0.9225883608472798,52.91806958473625,-0.6510302883416855,34.64272353161242,1.1714503034936237
2022,Šakių,28513,1209,2727,15713,8864,4.240171150001753,-0.40959677902398217,9.564058499631747,-0.22886542867377316,55.10819626135447,0.2704397699793592,31.087574089012033,-0.026176193402756065
2022,Šalčininkų,33009,1573,3693,19438,8305,4.765367021115454,0.27923865472261933,11.187857856948105,1.2413275296996544,58.886970220242965,1.8603145007212498,25.159804901693477,-2.023069308822943
2022,Šiaulių,155212,8226,15698,85912,45376,5.299847949900781,0.980252167316327,10.113908718398063,0.2689706593551942,55.35139035641574,0.3727608271820729,29.234852975285413,-0.6503040769089409
2022,Šilalės,23441,1092,2535,13207,6607,4.65850433002005,0.13907988307055638,10.814385051832259,0.9031840972913896,56.34145300968388,0.7893180521993883,28.185657608463803,-1.0037474952557626
2022,Šilutės,42330,2124,4733,23282,12191,5.017717930545712,0.6102165959336401,11.18119536971415,1.2352952931597891,55.00118119536972,0.225414438729357,28.79990550437042,-0.7968252356776845
2022,Širvintų,16090,750,1505,8959,4876,4.661280298321939,0.142720782465374,9.353635798632691,-0.41938279271683393,55.680546923555006,0.5112495841826092,30.304536979490365,-0.2899586322445862
2022,Švenčionių,24202,890,2143,13222,7947,3.6773820345426,-1.1477386909798077,8.854640112387406,-0.8711750297755944,54.63184860755309,0.07002209322322658,32.8361292455169,0.5628612072819537
