GR_NAME,PL_T,P+,OBJ_COUNT
Akmenės Vartotojai,2022-06-01 00:00:00,1272.4047,245
Akmenės Vartotojai,2022-06-01 01:00:00,1267.4808,245
Akmenės Vartotojai,2022-06-01 02:00:00,1266.9654,245
Akmenės Vartotojai,2022-06-01 03:00:00,1266.2083,245
Akmenės Vartotojai,2022-06-01 04:00:00,1285.3283,245
Akmenės Vartotojai,2022-06-01 05:00:00,1550.5093,245
Akmenės Vartotojai,2022-06-01 06:00:00,1718.3118,245
Akmenės Vartotojai,2022-06-01 07:00:00,2653.2764,245
Akmenės Vartotojai,2022-06-01 08:00:00,2901.9134,245
Akmenės Vartotojai,2022-06-01 09:00:00,2604.7121,245
Akmenės Vartotojai,2022-06-01 10:00:00,2762.4672,245
Akmenės Vartotojai,2022-06-01 11:00:00,2508.3336,245
Akmenės Vartotojai,2022-06-01 12:00:00,2605.3403,245
Akmenės Vartotojai,2022-06-01 13:00:00,2711.9468,245
Akmenės Vartotojai,2022-06-01 14:00:00,2707.7514,245
Akmenės Vartotojai,2022-06-01 15:00:00,2630.7229,245
Akmenės Vartotojai,2022-06-01 16:00:00,2370.3503,245
Akmenės Vartotojai,2022-06-01 17:00:00,1952.4522,245
Akmenės Vartotojai,2022-06-01 18:00:00,1695.579,245
Akmenės Vartotojai,2022-06-01 19:00:00,1587.5349,245
Akmenės Vartotojai,2022-06-01 20:00:00,1568.5322,245
Akmenės Vartotojai,2022-06-01 21:00:00,1540.8655,245
Akmenės Vartotojai,2022-06-01 22:00:00,1720.8396,245
Akmenės Vartotojai,2022-06-01 23:00:00,1859.1081,245
Akmenės Vartotojai,2022-06-02 00:00:00,1875.4261,245
Akmenės Vartotojai,2022-06-02 01:00:00,1860.936,245
Akmenės Vartotojai,2022-06-02 02:00:00,1878.7366,245
Akmenės Vartotojai,2022-06-02 03:00:00,1929.7907,245
Akmenės Vartotojai,2022-06-02 04:00:00,1938.2054,245
Akmenės Vartotojai,2022-06-02 05:00:00,2260.3399,245
Akmenės Vartotojai,2022-06-02 06:00:00,2449.412,245
Akmenės Vartotojai,2022-06-02 07:00:00,3096.4634,245
Akmenės Vartotojai,2022-06-02 08:00:00,3316.4612,245
Akmenės Vartotojai,2022-06-02 09:00:00,3120.5705,245
Akmenės Vartotojai,2022-06-02 10:00:00,3105.3154,245
Akmenės Vartotojai,2022-06-02 11:00:00,2900.4785,245
Akmenės Vartotojai,2022-06-02 12:00:00,3162.6826,245
Akmenės Vartotojai,2022-06-02 13:00:00,3167.7226,245
Akmenės Vartotojai,2022-06-02 14:00:00,2877.487,245
Akmenės Vartotojai,2022-06-02 15:00:00,2656.5365,245
Akmenės Vartotojai,2022-06-02 16:00:00,2217.7607,245
Akmenės Vartotojai,2022-06-02 17:00:00,2074.0681,245
