GR_NAME,PL_T,P+,OBJ_COUNT
Akmenės Vartotojai,2022-11-01 00:00:00,2010.7144,239
Akmenės Vartotojai,2022-11-01 01:00:00,1999.2486,239
Akmenės Vartotojai,2022-11-01 02:00:00,2000.0047,239
Akmenės Vartotojai,2022-11-01 03:00:00,2054.1458,239
Akmenės Vartotojai,2022-11-01 04:00:00,2063.9924,239
Akmenės Vartotojai,2022-11-01 05:00:00,2089.6388,239
Akmenės Vartotojai,2022-11-01 06:00:00,2226.3923,239
Akmenės Vartotojai,2022-11-01 07:00:00,2325.647,239
Akmenės Vartotojai,2022-11-01 08:00:00,2423.3417,239
Akmenės Vartotojai,2022-11-01 09:00:00,2643.7426,239
Akmenės Vartotojai,2022-11-01 10:00:00,2611.2617,239
Akmenės Vartotojai,2022-11-01 11:00:00,2398.6973,238
Akmenės Vartotojai,2022-11-01 12:00:00,2250.3776,239
Akmenės Vartotojai,2022-11-01 13:00:00,2276.8852,239
Akmenės Vartotojai,2022-11-01 14:00:00,2163.9396,239
Akmenės Vartotojai,2022-11-01 15:00:00,2280.6296,239
Akmenės Vartotojai,2022-11-01 16:00:00,2193.2156,239
Akmenės Vartotojai,2022-11-01 17:00:00,2002.7163,239
Akmenės Vartotojai,2022-11-01 18:00:00,1986.8949,239
Akmenės Vartotojai,2022-11-01 19:00:00,2021.1906,239
Akmenės Vartotojai,2022-11-01 20:00:00,2006.1197,239
Akmenės Vartotojai,2022-11-01 21:00:00,2150.5819,239
Akmenės Vartotojai,2022-11-01 22:00:00,2106.3549,239
Akmenės Vartotojai,2022-11-01 23:00:00,1805.8712,239
Akmenės Vartotojai,2022-11-02 00:00:00,1732.8524,239
Akmenės Vartotojai,2022-11-02 01:00:00,1740.9256,239
Akmenės Vartotojai,2022-11-02 02:00:00,1708.877,239
Akmenės Vartotojai,2022-11-02 03:00:00,1723.3285,239
Akmenės Vartotojai,2022-11-02 04:00:00,1737.6151,239
Akmenės Vartotojai,2022-11-02 05:00:00,1750.9049,239
Akmenės Vartotojai,2022-11-02 06:00:00,1791.1825,239
Akmenės Vartotojai,2022-11-02 07:00:00,1811.8897,239
Akmenės Vartotojai,2022-11-02 08:00:00,1877.0462,239
Akmenės Vartotojai,2022-11-02 09:00:00,1956.5271,239
Akmenės Vartotojai,2022-11-02 10:00:00,2018.2207,239
