GR_NAME,PL_T,P+,OBJ_COUNT
Akmenės Vartotojai,2022-07-01 00:00:00,1503.5093,243
Akmenės Vartotojai,2022-07-01 01:00:00,1469.3123,243
Akmenės Vartotojai,2022-07-01 02:00:00,1486.3526,243
Akmenės Vartotojai,2022-07-01 03:00:00,1341.7273,243
Akmenės Vartotojai,2022-07-01 04:00:00,1237.0566,243
Akmenės Vartotojai,2022-07-01 05:00:00,1503.5705,243
Akmenės Vartotojai,2022-07-01 06:00:00,1781.6694,243
Akmenės Vartotojai,2022-07-01 07:00:00,2300.9615,243
Akmenės Vartotojai,2022-07-01 08:00:00,2546.6598,243
Akmenės Vartotojai,2022-07-01 09:00:00,2603.0007,243
Akmenės Vartotojai,2022-07-01 10:00:00,2530.9244,243
Akmenės Vartotojai,2022-07-01 11:00:00,2252.1116,243
Akmenės Vartotojai,2022-07-01 12:00:00,2488.7318,243
Akmenės Vartotojai,2022-07-01 13:00:00,2305.0831,243
Akmenės Vartotojai,2022-07-01 14:00:00,2294.2937,243
Akmenės Vartotojai,2022-07-01 15:00:00,2023.5383,243
Akmenės Vartotojai,2022-07-01 16:00:00,1854.0502,243
Akmenės Vartotojai,2022-07-01 17:00:00,1693.9827,243
Akmenės Vartotojai,2022-07-01 18:00:00,1542.2585,243
Akmenės Vartotojai,2022-07-01 19:00:00,1531.5603,243
Akmenės Vartotojai,2022-07-01 20:00:00,1576.587,243
Akmenės Vartotojai,2022-07-01 21:00:00,1590.552,243
Akmenės Vartotojai,2022-07-01 22:00:00,1684.6493,243
Akmenės Vartotojai,2022-07-01 23:00:00,1519.6459,243
Akmenės Vartotojai,2022-07-02 00:00:00,1212.8154,243
Akmenės Vartotojai,2022-07-02 01:00:00,1171.205,243
Akmenės Vartotojai,2022-07-02 02:00:00,1138.6207,243
Akmenės Vartotojai,2022-07-02 03:00:00,1130.476,243
Akmenės Vartotojai,2022-07-02 04:00:00,1119.3993,243
Akmenės Vartotojai,2022-07-02 05:00:00,1199.8148,243
Akmenės Vartotojai,2022-07-02 06:00:00,1352.7229,243
Akmenės Vartotojai,2022-07-02 07:00:00,1547.0699,243
Akmenės Vartotojai,2022-07-02 08:00:00,1639.0768,243
Akmenės Vartotojai,2022-07-02 09:00:00,1777.5024,243
Akmenės Vartotojai,2022-07-02 10:00:00,1754.925,243
Akmenės Vartotojai,2022-07-02 11:00:00,1728.4581,243
Akmenės Vartotojai,2022-07-02 12:00:00,1771.4902,243
Akmenės Vartotojai,2022-07-02 13:00:00,1704.7117,243
Akmenės Vartotojai,2022-07-02 14:00:00,1736.6037,243
Akmenės Vartotojai,2022-07-02 15:00:00,1551.5517,243
Akmenės Vartotojai,2022-07-02 16:00:00,1442.4908,243
Akmenės Vartotojai,2022-07-02 17:00:00,1341.1648,243
Akmenės Vartotojai,2022-07-02 18:00:00,1248.269,243
Akmenės Vartotojai,2022-07-02 19:00:00,1274.8309,243
Akmenės Vartotojai,2022-07-02 20:00:00,1500.5894,243
Akmenės Vartotojai,2022-07-02 21:00:00,1479.3175,243
Akmenės Vartotojai,2022-07-02 22:00:00,1581.2247,243
Akmenės Vartotojai,2022-07-02 23:00:00,1161.2744,243
Akmenės Vartotojai,2022-07-03 00:00:00,1153.5112,243
Akmenės Vartotojai,2022-07-03 01:00:00,1114.473,243
Akmenės Vartotojai,2022-07-03 02:00:00,1122.4142,243
Akmenės Vartotojai,2022-07-03 03:00:00,1070.2008,243
Akmenės Vartotojai,2022-07-03 04:00:00,1062.3746,243
Akmenės Vartotojai,2022-07-03 05:00:00,1121.7621,243
Akmenės Vartotojai,2022-07-03 06:00:00,1127.6177,243
Akmenės Vartotojai,2022-07-03 07:00:00,1249.3288,243
Akmenės Vartotojai,2022-07-03 08:00:00,1464.0713,243
Akmenės Vartotojai,2022-07-03 09:00:00,1585.7959,243
Akmenės Vartotojai,2022-07-03 10:00:00,1584.9925,243
Akmenės Vartotojai,2022-07-03 11:00:00,1476.2444,243
Akmenės Vartotojai,2022-07-03 12:00:00,1547.1121,243
Akmenės Vartotojai,2022-07-03 13:00:00,1495.8145,243
Akmenės Vartotojai,2022-07-03 14:00:00,1539.8374,243
Akmenės Vartotojai,2022-07-03 15:00:00,1429.2084,243
Akmenės Vartotojai,2022-07-03 16:00:00,1389.9147,243
Akmenės Vartotojai,2022-07-03 17:00:00,1359.336,243
Akmenės Vartotojai,2022-07-03 18:00:00,1248.8978,243
Akmenės Vartotojai,2022-07-03 19:00:00,1386.576,243
Akmenės Vartotojai,2022-07-03 20:00:00,1804.263,243
