GR_NAME,PL_T,P+,OBJ_COUNT
Akmenės Vartotojai,2022-09-01 00:00:00,1777.6711,243
Akmenės Vartotojai,2022-09-01 01:00:00,1716.7313,243
Akmenės Vartotojai,2022-09-01 02:00:00,1782.0175,243
Akmenės Vartotojai,2022-09-01 03:00:00,1779.8038,243
Akmenės Vartotojai,2022-09-01 04:00:00,1883.8518,243
Akmenės Vartotojai,2022-09-01 05:00:00,2116.3845,243
Akmenės Vartotojai,2022-09-01 06:00:00,2344.1013,243
Akmenės Vartotojai,2022-09-01 07:00:00,2933.2625,243
Akmenės Vartotojai,2022-09-01 08:00:00,3080.4599,243
Akmenės Vartotojai,2022-09-01 09:00:00,2957.4991,243
Akmenės Vartotojai,2022-09-01 10:00:00,2952.4154,243
Akmenės Vartotojai,2022-09-01 11:00:00,2978.5193,243
Akmenės Vartotojai,2022-09-01 12:00:00,3407.2216,243
Akmenės Vartotojai,2022-09-01 13:00:00,3436.2171,243
Akmenės Vartotojai,2022-09-01 14:00:00,3016.5636,243
Akmenės Vartotojai,2022-09-01 15:00:00,2856.2187,243
Akmenės Vartotojai,2022-09-01 16:00:00,2834.4258,242
Akmenės Vartotojai,2022-09-01 17:00:00,2611.1994,243
Akmenės Vartotojai,2022-09-01 18:00:00,2125.2155,243
Akmenės Vartotojai,2022-09-01 19:00:00,2108.3147,243
Akmenės Vartotojai,2022-09-01 20:00:00,2381.5628,243
Akmenės Vartotojai,2022-09-01 21:00:00,2370.2199,243
Akmenės Vartotojai,2022-09-01 22:00:00,1959.2307,243
Akmenės Vartotojai,2022-09-01 23:00:00,1986.9757,243
Akmenės Vartotojai,2022-09-02 00:00:00,2034.9688,243
Akmenės Vartotojai,2022-09-02 01:00:00,1897.871,243
Akmenės Vartotojai,2022-09-02 02:00:00,1915.9962,243
Akmenės Vartotojai,2022-09-02 03:00:00,2046.5688,243
Akmenės Vartotojai,2022-09-02 04:00:00,1978.3081,243
Akmenės Vartotojai,2022-09-02 05:00:00,2338.218,243
Akmenės Vartotojai,2022-09-02 06:00:00,2213.5571,243
Akmenės Vartotojai,2022-09-02 07:00:00,2839.9074,243
Akmenės Vartotojai,2022-09-02 08:00:00,3181.8968,243
Akmenės Vartotojai,2022-09-02 09:00:00,3370.9762,243
Akmenės Vartotojai,2022-09-02 10:00:00,3414.2716,243
Akmenės Vartotojai,2022-09-02 11:00:00,3117.3539,243
Akmenės Vartotojai,2022-09-02 12:00:00,2977.0411,243
Akmenės Vartotojai,2022-09-02 13:00:00,2704.1909,243
Akmenės Vartotojai,2022-09-02 14:00:00,2578.3505,243
Akmenės Vartotojai,2022-09-02 15:00:00,2706.4438,243
Akmenės Vartotojai,2022-09-02 16:00:00,2355.6027,243
Akmenės Vartotojai,2022-09-02 17:00:00,2221.382,243
Akmenės Vartotojai,2022-09-02 18:00:00,2017.0243,243
Akmenės Vartotojai,2022-09-02 19:00:00,2027.5023,243
Akmenės Vartotojai,2022-09-02 20:00:00,2076.2107,243
Akmenės Vartotojai,2022-09-02 21:00:00,2104.6843,243
Akmenės Vartotojai,2022-09-02 22:00:00,1801.7952,243
Akmenės Vartotojai,2022-09-02 23:00:00,1868.8946,243
Akmenės Vartotojai,2022-09-03 00:00:00,1957.6714,243
Akmenės Vartotojai,2022-09-03 01:00:00,1938.0682,243
Akmenės Vartotojai,2022-09-03 02:00:00,1991.0917,243
Akmenės Vartotojai,2022-09-03 03:00:00,1998.0953,243
Akmenės Vartotojai,2022-09-03 04:00:00,1840.3029,243
Akmenės Vartotojai,2022-09-03 05:00:00,1766.6716,243
Akmenės Vartotojai,2022-09-03 06:00:00,1721.3412,243
Akmenės Vartotojai,2022-09-03 07:00:00,1984.8649,243
Akmenės Vartotojai,2022-09-03 08:00:00,2075.7492,243
Akmenės Vartotojai,2022-09-03 09:00:00,2159.6231,243
Akmenės Vartotojai,2022-09-03 10:00:00,2137.9454,243
Akmenės Vartotojai,2022-09-03 11:00:00,2085.719,243
Akmenės Vartotojai,2022-09-03 12:00:00,2249.7551,243
Akmenės Vartotojai,2022-09-03 13:00:00,2117.2451,243
Akmenės Vartotojai,2022-09-03 14:00:00,2136.4808,243
Akmenės Vartotojai,2022-09-03 15:00:00,1993.2803,243
Akmenės Vartotojai,2022-09-03 16:00:00,1927.7633,243
Akmenės Vartotojai,2022-09-03 17:00:00,1679.0521,243
Akmenės Vartotojai,2022-09-03 18:00:00,1566.0611,243
Akmenės Vartotojai,2022-09-03 19:00:00,1712.5517,243
Akmenės Vartotojai,2022-09-03 20:00:00,2010.4616,243
Akmenės Vartotojai,2022-09-03 21:00:00,1920.7787,243
Akmenės Vartotojai,2022-09-03 22:00:00,1774.8702,243
Akmenės Vartotojai,2022-09-03 23:00:00,1599.1261,243
Akmenės Vartotojai,2022-09-04 00:00:00,1553.4768,243
Akmenės Vartotojai,2022-09-04 01:00:00,1529.2733,243
Akmenės Vartotojai,2022-09-04 02:00:00,1707.7101,243
Akmenės Vartotojai,2022-09-04 03:00:00,1935.3533,243
Akmenės Vartotojai,2022-09-04 04:00:00,1636.0037,243
