GR_NAME;PL_T;P+;OBJ_COUNT
Akmenės Vartotojai;2022-01-01 00:00:00;1670,309;242
Akmenės Vartotojai;2022-01-01 01:00:00;1667,4134;242
Akmenės Vartotojai;2022-01-01 02:00:00;1643,6747;242
Akmenės Vartotojai;2022-01-01 03:00:00;1682,9935;242
Akmenės Vartotojai;2022-01-01 04:00:00;1701,7014;242
Akmenės Vartotojai;2022-01-01 05:00:00;1742,0951;242
Akmenės Vartotojai;2022-01-01 06:00:00;1839,8564;242
Akmenės Vartotojai;2022-01-01 07:00:00;1834,8659;242
Akmenės Vartotojai;2022-01-01 08:00:00;1885,2658;242
Akmenės Vartotojai;2022-01-01 09:00:00;1868,514;242
Akmenės Vartotojai;2022-01-01 10:00:00;1962,2544;242
Akmenės Vartotojai;2022-01-01 11:00:00;1974,5741;242
Akmenės Vartotojai;2022-01-01 12:00:00;1986,4988;242
Akmenės Vartotojai;2022-01-01 13:00:00;1963,8361;242
Akmenės Vartotojai;2022-01-01 14:00:00;2063,8734;242
Akmenės Vartotojai;2022-01-01 15:00:00;2069,5172;242
Akmenės Vartotojai;2022-01-01 16:00:00;2276,6455;242
Akmenės Vartotojai;2022-01-01 17:00:00;2295,7835;242
Akmenės Vartotojai;2022-01-01 18:00:00;2146,5665;242
Akmenės Vartotojai;2022-01-01 19:00:00;2020,1319;242
Akmenės Vartotojai;2022-01-01 20:00:00;2051,5231;242
Akmenės Vartotojai;2022-01-01 21:00:00;2285,01;242
Akmenės Vartotojai;2022-01-01 22:00:00;2172,3995;242
Akmenės Vartotojai;2022-01-01 23:00:00;2103,2755;242
Akmenės Vartotojai;2022-01-02 00:00:00;1980,5503;242
Akmenės Vartotojai;2022-01-02 01:00:00;1965,9553;242
Akmenės Vartotojai;2022-01-02 02:00:00;1953,1874;242
Akmenės Vartotojai;2022-01-02 03:00:00;1973,5288;242
Akmenės Vartotojai;2022-01-02 04:00:00;1977,2506;242
Akmenės Vartotojai;2022-01-02 05:00:00;1826,9449;242
Akmenės Vartotojai;2022-01-02 06:00:00;1964,3372;242
Akmenės Vartotojai;2022-01-02 07:00:00;2014,6139;242
Akmenės Vartotojai;2022-01-02 08:00:00;2246,8088;242
Akmenės Vartotojai;2022-01-02 09:00:00;2446,6357;242
Akmenės Vartotojai;2022-01-02 10:00:00;2211,2573;242
Akmenės Vartotojai;2022-01-02 11:00:00;2135,8481;242
Akmenės Vartotojai;2022-01-02 12:00:00;2132,7951;242
Akmenės Vartotojai;2022-01-02 13:00:00;2096,2795;242
Akmenės Vartotojai;2022-01-02 14:00:00;2069,5155;242
Akmenės Vartotojai;2022-01-02 15:00:00;2067,3045;242
Akmenės Vartotojai;2022-01-02 16:00:00;2091,7501;242
Akmenės Vartotojai;2022-01-02 17:00:00;2101,0628;242
Akmenės Vartotojai;2022-01-02 18:00:00;2047,1841;242
Akmenės Vartotojai;2022-01-02 19:00:00;2005,0215;242
Akmenės Vartotojai;2022-01-02 20:00:00;2132,2084;242
Akmenės Vartotojai;2022-01-02 21:00:00;2216,7137;242
Akmenės Vartotojai;2022-01-02 22:00:00;2184,9147;242
Akmenės Vartotojai;2022-01-02 23:00:00;2283,1412;242
Akmenės Vartotojai;2022-01-03 00:00:00;2378,4599;242
Akmenės Vartotojai;2022-01-03 01:00:00;2380,843;242
Akmenės Vartotojai;2022-01-03 02:00:00;2413,9245;242
Akmenės Vartotojai;2022-01-03 03:00:00;2302,6655;242
Akmenės Vartotojai;2022-01-03 04:00:00;2148,1521;242
