GR_NAME;PL_T;P+;OBJ_COUNT
Akmenės Vartotojai;2022-03-01 00:00:00;3,5223;7
Akmenės Vartotojai;2022-03-01 01:00:00;3,5736;7
Akmenės Vartotojai;2022-03-01 02:00:00;6,4947;7
Akmenės Vartotojai;2022-03-01 03:00:00;4,7055;7
Akmenės Vartotojai;2022-03-01 04:00:00;5,3187;7
Akmenės Vartotojai;2022-03-01 05:00:00;6,551;7
Akmenės Vartotojai;2022-03-01 06:00:00;5,8555;7
Akmenės Vartotojai;2022-03-01 07:00:00;5,201;7
Akmenės Vartotojai;2022-03-01 08:00:00;5,4853;7
Akmenės Vartotojai;2022-03-01 09:00:00;7,0761;7
Akmenės Vartotojai;2022-03-01 10:00:00;4,659;7
Akmenės Vartotojai;2022-03-01 11:00:00;4,6085;7
Akmenės Vartotojai;2022-03-01 12:00:00;4,0087;7
Akmenės Vartotojai;2022-03-01 13:00:00;3,0588;7
Akmenės Vartotojai;2022-03-01 14:00:00;3,0243;7
Akmenės Vartotojai;2022-03-01 15:00:00;4,0199;7
Akmenės Vartotojai;2022-03-01 16:00:00;3,7981;7
Akmenės Vartotojai;2022-03-01 17:00:00;4,9921;7
Akmenės Vartotojai;2022-03-01 18:00:00;6,4317;7
Akmenės Vartotojai;2022-03-01 19:00:00;5,9902;7
Akmenės Vartotojai;2022-03-01 20:00:00;6,4693;7
Akmenės Vartotojai;2022-03-01 21:00:00;5,2722;7
Akmenės Vartotojai;2022-03-01 22:00:00;4,7486;7
Akmenės Vartotojai;2022-03-01 23:00:00;5,2163;7
Akmenės Vartotojai;2022-03-02 00:00:00;3,9906;7
Akmenės Vartotojai;2022-03-02 01:00:00;5,6511;7
Akmenės Vartotojai;2022-03-02 02:00:00;6,5044;7
Akmenės Vartotojai;2022-03-02 03:00:00;5,33;7
Akmenės Vartotojai;2022-03-02 04:00:00;5,6237;7
Akmenės Vartotojai;2022-03-02 05:00:00;6,4811;7
Akmenės Vartotojai;2022-03-02 06:00:00;4,0705;7
Akmenės Vartotojai;2022-03-02 07:00:00;5,4878;7
Akmenės Vartotojai;2022-03-02 08:00:00;5,9271;7
Akmenės Vartotojai;2022-03-02 09:00:00;6,9882;7
Akmenės Vartotojai;2022-03-02 10:00:00;7,1394;7
Akmenės Vartotojai;2022-03-02 11:00:00;4,6512;7
Akmenės Vartotojai;2022-03-02 12:00:00;4,0716;7
Akmenės Vartotojai;2022-03-02 13:00:00;3,6014;7
Akmenės Vartotojai;2022-03-02 14:00:00;4,1304;7
Akmenės Vartotojai;2022-03-02 15:00:00;3,5781;7
Akmenės Vartotojai;2022-03-02 16:00:00;6,821;7
Akmenės Vartotojai;2022-03-02 17:00:00;6,4485;7
Akmenės Vartotojai;2022-03-02 18:00:00;5,2139;7
Akmenės Vartotojai;2022-03-02 19:00:00;4,6091;7
Akmenės Vartotojai;2022-03-02 20:00:00;5,1515;7
Akmenės Vartotojai;2022-03-02 21:00:00;6,4235;7
Akmenės Vartotojai;2022-03-02 22:00:00;4,2256;7
Akmenės Vartotojai;2022-03-02 23:00:00;3,7697;7
Akmenės Vartotojai;2022-03-03 00:00:00;3,5793;7
Akmenės Vartotojai;2022-03-03 01:00:00;4,3478;7
Akmenės Vartotojai;2022-03-03 02:00:00;6,3333;7
Akmenės Vartotojai;2022-03-03 03:00:00;5,6233;7
Akmenės Vartotojai;2022-03-03 04:00:00;3,6925;7
Akmenės Vartotojai;2022-03-03 05:00:00;3,7699;7
Akmenės Vartotojai;2022-03-03 06:00:00;6,1773;7
Akmenės Vartotojai;2022-03-03 07:00:00;5,3598;7
Akmenės Vartotojai;2022-03-03 08:00:00;5,9686;7
Akmenės Vartotojai;2022-03-03 09:00:00;9,1896;7
Akmenės Vartotojai;2022-03-03 10:00:00;4,8819;7
Akmenės Vartotojai;2022-03-03 11:00:00;4,5353;7
Akmenės Vartotojai;2022-03-03 12:00:00;5,1602;7
Akmenės Vartotojai;2022-03-03 13:00:00;5,4435;7
Akmenės Vartotojai;2022-03-03 14:00:00;4,8288;7
Akmenės Vartotojai;2022-03-03 15:00:00;4,0054;7
Akmenės Vartotojai;2022-03-03 16:00:00;4,6711;7
Akmenės Vartotojai;2022-03-03 17:00:00;3,3669;7
Akmenės Vartotojai;2022-03-03 18:00:00;4,437;7
Akmenės Vartotojai;2022-03-03 19:00:00;7,2854;7
Akmenės Vartotojai;2022-03-03 20:00:00;5,8535;7
Akmenės Vartotojai;2022-03-03 21:00:00;4,3375;7
Akmenės Vartotojai;2022-03-03 22:00:00;2,9523;7
Akmenės Vartotojai;2022-03-03 23:00:00;4,6199;7
Akmenės Vartotojai;2022-03-04 00:00:00;3,7034;7
Akmenės Vartotojai;2022-03-04 01:00:00;3,8443;7
Akmenės Vartotojai;2022-03-04 02:00:00;6,2126;7
Akmenės Vartotojai;2022-03-04 03:00:00;6,8532;7
Akmenės Vartotojai;2022-03-04 04:00:00;5,7791;7
Akmenės Vartotojai;2022-03-04 05:00:00;5,0192;7
Akmenės Vartotojai;2022-03-04 06:00:00;3,9533;7
Akmenės Vartotojai;2022-03-04 07:00:00;5,8983;7
Akmenės Vartotojai;2022-03-04 08:00:00;3,4474;7
Akmenės Vartotojai;2022-03-04 09:00:00;6,5618;7
Akmenės Vartotojai;2022-03-04 10:00:00;4,2182;7
Akmenės Vartotojai;2022-03-04 11:00:00;3,3967;7
Akmenės Vartotojai;2022-03-04 12:00:00;2,7308;7
Akmenės Vartotojai;2022-03-04 13:00:00;2,2434;7
Akmenės Vartotojai;2022-03-04 14:00:00;3,1416;7
Akmenės Vartotojai;2022-03-04 15:00:00;3,271;7
Akmenės Vartotojai;2022-03-04 16:00:00;3,5725;7
Akmenės Vartotojai;2022-03-04 17:00:00;3,7504;7
Akmenės Vartotojai;2022-03-04 18:00:00;4,2329;7
Akmenės Vartotojai;2022-03-04 19:00:00;4,736;7
Akmenės Vartotojai;2022-03-04 20:00:00;6,1644;7
Akmenės Vartotojai;2022-03-04 21:00:00;6,2063;7
Akmenės Vartotojai;2022-03-04 22:00:00;5,014;7
Akmenės Vartotojai;2022-03-04 23:00:00;6,2909;7
Akmenės Vartotojai;2022-03-05 00:00:00;5,948;7
Akmenės Vartotojai;2022-03-05 01:00:00;7,0418;7
Akmenės Vartotojai;2022-03-05 02:00:00;5,7645;7
Akmenės Vartotojai;2022-03-05 03:00:00;4,6126;7
Akmenės Vartotojai;2022-03-05 04:00:00;5,8666;7
Akmenės Vartotojai;2022-03-05 05:00:00;4,2004;7
Akmenės Vartotojai;2022-03-05 06:00:00;6,079;7
Akmenės Vartotojai;2022-03-05 07:00:00;5,2415;7
Akmenės Vartotojai;2022-03-05 08:00:00;4,9683;7
Akmenės Vartotojai;2022-03-05 09:00:00;5,2438;7
Akmenės Vartotojai;2022-03-05 10:00:00;6,7221;7
Akmenės Vartotojai;2022-03-05 11:00:00;5,6456;7
Akmenės Vartotojai;2022-03-05 12:00:00;5,8551;7
Akmenės Vartotojai;2022-03-05 13:00:00;4,9068;7
Akmenės Vartotojai;2022-03-05 14:00:00;3,0585;7
Akmenės Vartotojai;2022-03-05 15:00:00;4,6441;7
Akmenės Vartotojai;2022-03-05 16:00:00;5,8076;7
Akmenės Vartotojai;2022-03-05 17:00:00;4,9402;7
Akmenės Vartotojai;2022-03-05 18:00:00;5,2741;7
Akmenės Vartotojai;2022-03-05 19:00:00;5,7803;7
Akmenės Vartotojai;2022-03-05 20:00:00;5,6876;7
Akmenės Vartotojai;2022-03-05 21:00:00;4,6323;7
Akmenės Vartotojai;2022-03-05 22:00:00;5,4299;7
Akmenės Vartotojai;2022-03-05 23:00:00;4,9998;7
Akmenės Vartotojai;2022-03-06 00:00:00;6,266;7
Akmenės Vartotojai;2022-03-06 01:00:00;3,7895;7
Akmenės Vartotojai;2022-03-06 02:00:00;4,5744;7
Akmenės Vartotojai;2022-03-06 03:00:00;6,2123;7
Akmenės Vartotojai;2022-03-06 04:00:00;5,6303;7
Akmenės Vartotojai;2022-03-06 05:00:00;3,8235;7
Akmenės Vartotojai;2022-03-06 06:00:00;5,1807;7
Akmenės Vartotojai;2022-03-06 07:00:00;4,971;7
Akmenės Vartotojai;2022-03-06 08:00:00;6,0541;7
Akmenės Vartotojai;2022-03-06 09:00:00;3,9996;7
Akmenės Vartotojai;2022-03-06 10:00:00;4,5978;7
Akmenės Vartotojai;2022-03-06 11:00:00;5,4826;7
Akmenės Vartotojai;2022-03-06 12:00:00;4,1429;7
Akmenės Vartotojai;2022-03-06 13:00:00;3,8422;7
Akmenės Vartotojai;2022-03-06 14:00:00;6,1822;7
Akmenės Vartotojai;2022-03-06 15:00:00;4,3828;7
Akmenės Vartotojai;2022-03-06 16:00:00;5,9783;7
Akmenės Vartotojai;2022-03-06 17:00:00;6,0633;7
Akmenės Vartotojai;2022-03-06 18:00:00;7,1754;7
Akmenės Vartotojai;2022-03-06 19:00:00;7,3935;7
Akmenės Vartotojai;2022-03-06 20:00:00;6,0024;7
Akmenės Vartotojai;2022-03-06 21:00:00;5,6688;7
Akmenės Vartotojai;2022-03-06 22:00:00;4,5284;7
Akmenės Vartotojai;2022-03-06 23:00:00;5,01;7
Akmenės Vartotojai;2022-03-07 00:00:00;5,796;7
Akmenės Vartotojai;2022-03-07 01:00:00;6,8657;7
Akmenės Vartotojai;2022-03-07 02:00:00;5,291;7
Akmenės Vartotojai;2022-03-07 03:00:00;5,2589;7
Akmenės Vartotojai;2022-03-07 04:00:00;5,4193;7
Akmenės Vartotojai;2022-03-07 05:00:00;3,6307;7
Akmenės Vartotojai;2022-03-07 06:00:00;5,3772;7
Akmenės Vartotojai;2022-03-07 07:00:00;4,689;7
Akmenės Vartotojai;2022-03-07 08:00:00;6,4947;7
Akmenės Vartotojai;2022-03-07 09:00:00;5,8355;7
Akmenės Vartotojai;2022-03-07 10:00:00;5,9507;7
Akmenės Vartotojai;2022-03-07 11:00:00;4,528;7
Akmenės Vartotojai;2022-03-07 12:00:00;5,1087;7
Akmenės Vartotojai;2022-03-07 13:00:00;4,8634;7
Akmenės Vartotojai;2022-03-07 14:00:00;3,0022;7
Akmenės Vartotojai;2022-03-07 15:00:00;3,1237;7
Akmenės Vartotojai;2022-03-07 16:00:00;3,8474;7
Akmenės Vartotojai;2022-03-07 17:00:00;4,7213;7
Akmenės Vartotojai;2022-03-07 18:00:00;6,8306;7
Akmenės Vartotojai;2022-03-07 19:00:00;6,6903;7
Akmenės Vartotojai;2022-03-07 20:00:00;7,562;7
Akmenės Vartotojai;2022-03-07 21:00:00;7,7238;7
Akmenės Vartotojai;2022-03-07 22:00:00;4,9068;7
Akmenės Vartotojai;2022-03-07 23:00:00;5,2057;7
Akmenės Vartotojai;2022-03-08 00:00:00;5,6602;7
Akmenės Vartotojai;2022-03-08 01:00:00;5,2246;7
Akmenės Vartotojai;2022-03-08 02:00:00;4,6787;7
Akmenės Vartotojai;2022-03-08 03:00:00;5,4681;7
Akmenės Vartotojai;2022-03-08 04:00:00;4,8112;7
Akmenės Vartotojai;2022-03-08 05:00:00;5,4044;7
Akmenės Vartotojai;2022-03-08 06:00:00;4,5152;7
Akmenės Vartotojai;2022-03-08 07:00:00;4,0775;7
Akmenės Vartotojai;2022-03-08 08:00:00;5,9129;7
Akmenės Vartotojai;2022-03-08 09:00:00;6,4301;7
Akmenės Vartotojai;2022-03-08 10:00:00;4,1731;7
Akmenės Vartotojai;2022-03-08 11:00:00;4,9504;7
Akmenės Vartotojai;2022-03-08 12:00:00;5,9156;7
Akmenės Vartotojai;2022-03-08 13:00:00;3,7205;7
Akmenės Vartotojai;2022-03-08 14:00:00;4,8023;7
Akmenės Vartotojai;2022-03-08 15:00:00;5,8404;7
Akmenės Vartotojai;2022-03-08 16:00:00;4,6334;7
Akmenės Vartotojai;2022-03-08 17:00:00;4,122;7
Akmenės Vartotojai;2022-03-08 18:00:00;7,0867;7
Akmenės Vartotojai;2022-03-08 19:00:00;7,896;7
Akmenės Vartotojai;2022-03-08 20:00:00;6,9581;7
Akmenės Vartotojai;2022-03-08 21:00:00;5,8929;7
Akmenės Vartotojai;2022-03-08 22:00:00;4,2946;7
Akmenės Vartotojai;2022-03-08 23:00:00;3,9859;7
Akmenės Vartotojai;2022-03-09 00:00:00;3,8555;7
Akmenės Vartotojai;2022-03-09 01:00:00;5,1012;7
Akmenės Vartotojai;2022-03-09 02:00:00;4,5487;7
Akmenės Vartotojai;2022-03-09 03:00:00;3,7674;7
Akmenės Vartotojai;2022-03-09 04:00:00;4,6641;7
Akmenės Vartotojai;2022-03-09 05:00:00;4,2302;7
Akmenės Vartotojai;2022-03-09 06:00:00;4,2079;7
Akmenės Vartotojai;2022-03-09 07:00:00;4,4132;7
Akmenės Vartotojai;2022-03-09 08:00:00;4,794;7
Akmenės Vartotojai;2022-03-09 09:00:00;5,3063;7
Akmenės Vartotojai;2022-03-09 10:00:00;4,7453;7
Akmenės Vartotojai;2022-03-09 11:00:00;4,7111;7
Akmenės Vartotojai;2022-03-09 12:00:00;4,5191;7
Akmenės Vartotojai;2022-03-09 13:00:00;5,6156;7
Akmenės Vartotojai;2022-03-09 14:00:00;5,6709;7
Akmenės Vartotojai;2022-03-09 15:00:00;5,9617;7
Akmenės Vartotojai;2022-03-09 16:00:00;7,3421;7
Akmenės Vartotojai;2022-03-09 17:00:00;5,3041;7
Akmenės Vartotojai;2022-03-09 18:00:00;5,0814;7
