GR_NAME;PL_T;P+;OBJ_COUNT
Akmenės Vartotojai;2022-01-01 00:00:00;2,0936;7
Akmenės Vartotojai;2022-01-01 01:00:00;2,0654;7
Akmenės Vartotojai;2022-01-01 02:00:00;1,3665;7
Akmenės Vartotojai;2022-01-01 03:00:00;1,1901;7
Akmenės Vartotojai;2022-01-01 04:00:00;1,0828;7
Akmenės Vartotojai;2022-01-01 05:00:00;0,9591;7
Akmenės Vartotojai;2022-01-01 06:00:00;1,1417;7
Akmenės Vartotojai;2022-01-01 07:00:00;1,0781;7
Akmenės Vartotojai;2022-01-01 08:00:00;1,1274;7
Akmenės Vartotojai;2022-01-01 09:00:00;1,5066;7
Akmenės Vartotojai;2022-01-01 10:00:00;1,843;7
Akmenės Vartotojai;2022-01-01 11:00:00;1,9104;7
Akmenės Vartotojai;2022-01-01 12:00:00;1,6753;7
Akmenės Vartotojai;2022-01-01 13:00:00;1,7868;7
Akmenės Vartotojai;2022-01-01 14:00:00;1,6003;7
Akmenės Vartotojai;2022-01-01 15:00:00;1,7191;7
Akmenės Vartotojai;2022-01-01 16:00:00;2,0454;7
Akmenės Vartotojai;2022-01-01 17:00:00;4,2909;7
Akmenės Vartotojai;2022-01-01 18:00:00;3,2782;7
Akmenės Vartotojai;2022-01-01 19:00:00;3,1221;7
Akmenės Vartotojai;2022-01-01 20:00:00;2,9622;7
Akmenės Vartotojai;2022-01-01 21:00:00;2,9193;7
Akmenės Vartotojai;2022-01-01 22:00:00;3,4306;7
Akmenės Vartotojai;2022-01-01 23:00:00;2,3255;7
Akmenės Vartotojai;2022-01-02 00:00:00;2,2431;7
Akmenės Vartotojai;2022-01-02 01:00:00;1,8457;7
Akmenės Vartotojai;2022-01-02 02:00:00;1,3196;7
Akmenės Vartotojai;2022-01-02 03:00:00;1,0138;7
Akmenės Vartotojai;2022-01-02 04:00:00;1,2578;7
Akmenės Vartotojai;2022-01-02 05:00:00;0,9773;7
Akmenės Vartotojai;2022-01-02 06:00:00;1,2067;7
Akmenės Vartotojai;2022-01-02 07:00:00;1,4026;7
Akmenės Vartotojai;2022-01-02 08:00:00;1,4725;7
Akmenės Vartotojai;2022-01-02 09:00:00;2,6194;7
Akmenės Vartotojai;2022-01-02 10:00:00;1,9038;7
Akmenės Vartotojai;2022-01-02 11:00:00;1,662;7
Akmenės Vartotojai;2022-01-02 12:00:00;2,8457;7
Akmenės Vartotojai;2022-01-02 13:00:00;2,978;7
Akmenės Vartotojai;2022-01-02 14:00:00;2,9514;7
Akmenės Vartotojai;2022-01-02 15:00:00;2,362;7
Akmenės Vartotojai;2022-01-02 16:00:00;2,6345;7
Akmenės Vartotojai;2022-01-02 17:00:00;2,5676;7
Akmenės Vartotojai;2022-01-02 18:00:00;3,6768;7
Akmenės Vartotojai;2022-01-02 19:00:00;2,4698;7
Akmenės Vartotojai;2022-01-02 20:00:00;3,4466;7
Akmenės Vartotojai;2022-01-02 21:00:00;3,6607;7
Akmenės Vartotojai;2022-01-02 22:00:00;3,2301;7
Akmenės Vartotojai;2022-01-02 23:00:00;2,0759;7
Akmenės Vartotojai;2022-01-03 00:00:00;1,5597;7
Akmenės Vartotojai;2022-01-03 01:00:00;1,1138;7
Akmenės Vartotojai;2022-01-03 02:00:00;1,1645;7
Akmenės Vartotojai;2022-01-03 03:00:00;1,0236;7
Akmenės Vartotojai;2022-01-03 04:00:00;1,1224;7
Akmenės Vartotojai;2022-01-03 05:00:00;1,1105;7
Akmenės Vartotojai;2022-01-03 06:00:00;1,2883;7
Akmenės Vartotojai;2022-01-03 07:00:00;1,3432;7
Akmenės Vartotojai;2022-01-03 08:00:00;1,651;7
Akmenės Vartotojai;2022-01-03 09:00:00;2,0718;7
Akmenės Vartotojai;2022-01-03 10:00:00;1,8746;7
