GR_NAME,PL_T,P+,OBJ_COUNT
Akmenės Vartotojai,2022-05-01 00:00:00,2.562,7
Akmenės Vartotojai,2022-05-01 01:00:00,2.5653,7
Akmenės Vartotojai,2022-05-01 02:00:00,3.7819,7
Akmenės Vartotojai,2022-05-01 03:00:00,5.113,7
Akmenės Vartotojai,2022-05-01 04:00:00,2.8285,7
Akmenės Vartotojai,2022-05-01 05:00:00,2.6152,7
Akmenės Vartotojai,2022-05-01 06:00:00,2.9478,7
Akmenės Vartotojai,2022-05-01 07:00:00,2.9131,7
Akmenės Vartotojai,2022-05-01 08:00:00,3.7393,7
Akmenės Vartotojai,2022-05-01 09:00:00,2.7715,7
Akmenės Vartotojai,2022-05-01 10:00:00,4.484,7
Akmenės Vartotojai,2022-05-01 11:00:00,2.3039,7
Akmenės Vartotojai,2022-05-01 12:00:00,2.5545,7
Akmenės Vartotojai,2022-05-01 13:00:00,4.5186,7
Akmenės Vartotojai,2022-05-01 14:00:00,2.8193,7
Akmenės Vartotojai,2022-05-01 15:00:00,2.4921,7
Akmenės Vartotojai,2022-05-01 16:00:00,2.2881,7
Akmenės Vartotojai,2022-05-01 17:00:00,3.0637,7
Akmenės Vartotojai,2022-05-01 18:00:00,3.6823,7
Akmenės Vartotojai,2022-05-01 19:00:00,3.6165,7
Akmenės Vartotojai,2022-05-01 20:00:00,1.8738,7
Akmenės Vartotojai,2022-05-01 21:00:00,2.1554,7
Akmenės Vartotojai,2022-05-01 22:00:00,2.3796,7
Akmenės Vartotojai,2022-05-01 23:00:00,2.0448,7
Akmenės Vartotojai,2022-05-02 00:00:00,2.496,7
Akmenės Vartotojai,2022-05-02 01:00:00,2.4356,7
Akmenės Vartotojai,2022-05-02 02:00:00,2.5619,7
Akmenės Vartotojai,2022-05-02 03:00:00,2.5097,7
Akmenės Vartotojai,2022-05-02 04:00:00,2.7736,7
Akmenės Vartotojai,2022-05-02 05:00:00,2.9093,7
Akmenės Vartotojai,2022-05-02 06:00:00,3.101,7
Akmenės Vartotojai,2022-05-02 07:00:00,3.7176,7
Akmenės Vartotojai,2022-05-02 08:00:00,4.7022,7
Akmenės Vartotojai,2022-05-02 09:00:00,4.4518,7
Akmenės Vartotojai,2022-05-02 10:00:00,2.2677,7
Akmenės Vartotojai,2022-05-02 11:00:00,3.3858,7
Akmenės Vartotojai,2022-05-02 12:00:00,1.958,7
Akmenės Vartotojai,2022-05-02 13:00:00,2.3741,7
Akmenės Vartotojai,2022-05-02 14:00:00,2.0773,7
Akmenės Vartotojai,2022-05-02 15:00:00,2.268,7
Akmenės Vartotojai,2022-05-02 16:00:00,2.1361,7
Akmenės Vartotojai,2022-05-02 17:00:00,1.7419,7
Akmenės Vartotojai,2022-05-02 18:00:00,1.3849,7
Akmenės Vartotojai,2022-05-02 19:00:00,3.7381,7
Akmenės Vartotojai,2022-05-02 20:00:00,3.7015,7
Akmenės Vartotojai,2022-05-02 21:00:00,4.6734,7
Akmenės Vartotojai,2022-05-02 22:00:00,4.3065,7
Akmenės Vartotojai,2022-05-02 23:00:00,2.7382,7
Akmenės Vartotojai,2022-05-03 00:00:00,2.4044,7
Akmenės Vartotojai,2022-05-03 01:00:00,4.6348,7
Akmenės Vartotojai,2022-05-03 02:00:00,4.3833,7
Akmenės Vartotojai,2022-05-03 03:00:00,3.5236,7
Akmenės Vartotojai,2022-05-03 04:00:00,2.3982,7
Akmenės Vartotojai,2022-05-03 05:00:00,3.1546,7
Akmenės Vartotojai,2022-05-03 06:00:00,4.0294,7
Akmenės Vartotojai,2022-05-03 07:00:00,2.7125,7
Akmenės Vartotojai,2022-05-03 08:00:00,3.3397,7
Akmenės Vartotojai,2022-05-03 09:00:00,4.0399,7
Akmenės Vartotojai,2022-05-03 10:00:00,3.3322,7
Akmenės Vartotojai,2022-05-03 11:00:00,2.236,7
Akmenės Vartotojai,2022-05-03 12:00:00,2.0303,7
Akmenės Vartotojai,2022-05-03 13:00:00,1.5081,7
Akmenės Vartotojai,2022-05-03 14:00:00,1.9259,7
Akmenės Vartotojai,2022-05-03 15:00:00,1.9146,7
Akmenės Vartotojai,2022-05-03 16:00:00,2.2201,7
Akmenės Vartotojai,2022-05-03 17:00:00,3.258,7
Akmenės Vartotojai,2022-05-03 18:00:00,2.2952,7
Akmenės Vartotojai,2022-05-03 19:00:00,3.0153,7
Akmenės Vartotojai,2022-05-03 20:00:00,2.736,7
Akmenės Vartotojai,2022-05-03 21:00:00,2.2458,7
Akmenės Vartotojai,2022-05-03 22:00:00,3.6772,7
Akmenės Vartotojai,2022-05-03 23:00:00,3.5757,7
Akmenės Vartotojai,2022-05-04 00:00:00,5.2372,7
Akmenės Vartotojai,2022-05-04 01:00:00,5.1656,7
Akmenės Vartotojai,2022-05-04 02:00:00,3.4468,7
Akmenės Vartotojai,2022-05-04 03:00:00,2.9939,7
Akmenės Vartotojai,2022-05-04 04:00:00,3.2473,7
Akmenės Vartotojai,2022-05-04 05:00:00,3.4921,7
Akmenės Vartotojai,2022-05-04 06:00:00,3.8452,7
Akmenės Vartotojai,2022-05-04 07:00:00,3.5921,7
Akmenės Vartotojai,2022-05-04 08:00:00,3.3246,7
Akmenės Vartotojai,2022-05-04 09:00:00,2.7868,7
Akmenės Vartotojai,2022-05-04 10:00:00,1.5755,7
Akmenės Vartotojai,2022-05-04 11:00:00,1.779,7
Akmenės Vartotojai,2022-05-04 12:00:00,2.3111,7
Akmenės Vartotojai,2022-05-04 13:00:00,2.9663,7
Akmenės Vartotojai,2022-05-04 14:00:00,2.3054,7
Akmenės Vartotojai,2022-05-04 15:00:00,2.8056,7
Akmenės Vartotojai,2022-05-04 16:00:00,1.6068,7
Akmenės Vartotojai,2022-05-04 17:00:00,2.2826,7
Akmenės Vartotojai,2022-05-04 18:00:00,1.6312,7
Akmenės Vartotojai,2022-05-04 19:00:00,1.6831,7
Akmenės Vartotojai,2022-05-04 20:00:00,2.0173,7
Akmenės Vartotojai,2022-05-04 21:00:00,1.7236,7
Akmenės Vartotojai,2022-05-04 22:00:00,2.1586,7
Akmenės Vartotojai,2022-05-04 23:00:00,2.0301,7
Akmenės Vartotojai,2022-05-05 00:00:00,2.1426,7
