GR_NAME,PL_T,P+,OBJ_COUNT
Akmenės Vartotojai,2022-10-01 00:00:00,1.3963,8
Akmenės Vartotojai,2022-10-01 01:00:00,1.8416,8
Akmenės Vartotojai,2022-10-01 02:00:00,2.5221,8
Akmenės Vartotojai,2022-10-01 03:00:00,2.6217,8
Akmenės Vartotojai,2022-10-01 04:00:00,2.6091,8
Akmenės Vartotojai,2022-10-01 05:00:00,2.7192,8
Akmenės Vartotojai,2022-10-01 06:00:00,2.9006,8
Akmenės Vartotojai,2022-10-01 07:00:00,4.218,8
Akmenės Vartotojai,2022-10-01 08:00:00,4.4236,8
Akmenės Vartotojai,2022-10-01 09:00:00,3.0247,8
Akmenės Vartotojai,2022-10-01 10:00:00,3.3419,8
Akmenės Vartotojai,2022-10-01 11:00:00,4.2039,8
Akmenės Vartotojai,2022-10-01 12:00:00,3.85,8
Akmenės Vartotojai,2022-10-01 13:00:00,3.63,8
Akmenės Vartotojai,2022-10-01 14:00:00,3.1524,8
Akmenės Vartotojai,2022-10-01 15:00:00,3.0963,8
Akmenės Vartotojai,2022-10-01 16:00:00,4.1488,8
Akmenės Vartotojai,2022-10-01 17:00:00,4.6774,8
Akmenės Vartotojai,2022-10-01 18:00:00,2.6,8
Akmenės Vartotojai,2022-10-01 19:00:00,3.0765,8
Akmenės Vartotojai,2022-10-01 20:00:00,3.7352,8
Akmenės Vartotojai,2022-10-01 21:00:00,1.7516,8
Akmenės Vartotojai,2022-10-01 22:00:00,2.0843,8
Akmenės Vartotojai,2022-10-01 23:00:00,2.0296,8
Akmenės Vartotojai,2022-10-02 00:00:00,1.1124,8
Akmenės Vartotojai,2022-10-02 01:00:00,1.0844,8
Akmenės Vartotojai,2022-10-02 02:00:00,1.0107,8
Akmenės Vartotojai,2022-10-02 03:00:00,1.0209,8
Akmenės Vartotojai,2022-10-02 04:00:00,1.6912,8
Akmenės Vartotojai,2022-10-02 05:00:00,1.2999,8
Akmenės Vartotojai,2022-10-02 06:00:00,2.231,8
Akmenės Vartotojai,2022-10-02 07:00:00,4.9115,8
Akmenės Vartotojai,2022-10-02 08:00:00,5.8245,8
Akmenės Vartotojai,2022-10-02 09:00:00,4.4337,8
Akmenės Vartotojai,2022-10-02 10:00:00,4.3932,8
Akmenės Vartotojai,2022-10-02 11:00:00,3.5732,8
Akmenės Vartotojai,2022-10-02 12:00:00,1.9655,8
Akmenės Vartotojai,2022-10-02 13:00:00,2.5134,8
Akmenės Vartotojai,2022-10-02 14:00:00,3.1438,8
Akmenės Vartotojai,2022-10-02 15:00:00,2.941,8
Akmenės Vartotojai,2022-10-02 16:00:00,2.0625,8
Akmenės Vartotojai,2022-10-02 17:00:00,2.7664,8
Akmenės Vartotojai,2022-10-02 18:00:00,3.2846,8
Akmenės Vartotojai,2022-10-02 19:00:00,2.5984,8
Akmenės Vartotojai,2022-10-02 20:00:00,2.3304,8
Akmenės Vartotojai,2022-10-02 21:00:00,2.6281,8
Akmenės Vartotojai,2022-10-02 22:00:00,3.3579,8
Akmenės Vartotojai,2022-10-02 23:00:00,2.611,8
Akmenės Vartotojai,2022-10-03 00:00:00,1.2661,8
Akmenės Vartotojai,2022-10-03 01:00:00,1.9022,8
Akmenės Vartotojai,2022-10-03 02:00:00,4.2325,8
Akmenės Vartotojai,2022-10-03 03:00:00,4.253,8
Akmenės Vartotojai,2022-10-03 04:00:00,5.1616,8
Akmenės Vartotojai,2022-10-03 05:00:00,3.795,8
Akmenės Vartotojai,2022-10-03 06:00:00,3.1219,8
Akmenės Vartotojai,2022-10-03 07:00:00,3.7117,8
Akmenės Vartotojai,2022-10-03 08:00:00,2.8865,8
Akmenės Vartotojai,2022-10-03 09:00:00,1.5022,8
Akmenės Vartotojai,2022-10-03 10:00:00,3.0719,8
Akmenės Vartotojai,2022-10-03 11:00:00,3.5124,8
Akmenės Vartotojai,2022-10-03 12:00:00,4.0489,8
